nr articolo,budget/consuntivo,Nr. Ordine di produzione,Descrizione,Nr. Area di produzione,Risorsa,Tempo risorsa,Quantità di output
ART0001817,CONSUNTIVO,ODP18-03858,Controllo qualità,CQ,RIS16,0.00,4.00
ART0001841,CONSUNTIVO,ODP18-03665,Controllo qualità,CQ,RIS16,0.00,2.00
ART0002015,CONSUNTIVO,ODP18-03665,Controllo qualità,CQ,RIS16,0.00,2.00
ART0005136,CONSUNTIVO,ODP18-05216,Fresatura,A30,RIS9,1.00,0.00
ART0001926,CONSUNTIVO,ODP18-03858,Saldatura,A11,RIS13,1.00,3.00
ART0001926,CONSUNTIVO,ODP18-03858,Controllo qualità,CQ,RIS16,0.00,3.00
ART0001895,CONSUNTIVO,ODP18-05027,Controllo qualità,CQ,RIS16,0.00,7.00
ART0005136,CONSUNTIVO,ODP18-05216,Fresatura,A30,RIS9,0.25,20.00
ART0000845,CONSUNTIVO,ODP18-03665,Montaggio,A40,RIS13,1.00,1.00
ART0000845,CONSUNTIVO,ODP18-03665,Controllo qualità,CQ,RIS16,0.00,1.00
ART0005136,CONSUNTIVO,ODP18-05216,Controllo qualità,CQ,RIS16,0.00,20.00
ART0000782,CONSUNTIVO,ODP18-05027,Montaggio,A40,RIS13,0.33,1.00
ART0000782,CONSUNTIVO,ODP18-05027,Controllo qualità,CQ,RIS16,0.00,1.00
ART0002793,CONSUNTIVO,ODP18-05109,Fresatura,A30,RIS5,3.67,20.00
ART0002019,CONSUNTIVO,ODP18-04819,Fresatura,A30,RIS5,0.75,1.00
ART0002018,CONSUNTIVO,ODP18-04819,Fresatura,A30,RIS5,0.83,1.00
ART0001265,CONSUNTIVO,ODP18-04819,Fresatura,A30,RIS5,0.00,0.00
ART0001265,CONSUNTIVO,ODP18-04819,Fresatura,A30,RIS5,3.00,0.00
ART0001265,CONSUNTIVO,ODP18-04819,Fresatura,A30,RIS5,0.50,1.00
ART0005136,CONSUNTIVO,ODP18-05158,Fresatura,A30,RIS2,1.00,8.00
ART0004656,CONSUNTIVO,ODP18-05130,Fresatura,A30,RIS5,2.00,5.00
ART0004149,CONSUNTIVO,ODP18-04334,Tornitura,A20,RIS13,1.50,0.00
ART0002133,CONSUNTIVO,ODP18-05124,Tornitura,A20,RIS2,2.25,0.00
ART0001266,CONSUNTIVO,ODP18-04819,Tornitura,A20,RIS2,3.00,0.00
ART0002133,CONSUNTIVO,ODP18-05124,Fresatura,A30,RIS5,1.00,2.00
ART0001265,CONSUNTIVO,ODP18-04819,Tornitura,A20,RIS2,1.75,0.00
ART0005136,CONSUNTIVO,ODP18-05158,Fresatura,A30,RIS5,1.67,8.00
ART0000630,CONSUNTIVO,ODP18-05127,Fresatura,A30,RIS11,0.67,0.00
ART0000628,CONSUNTIVO,ODP18-05127,Fresatura,A30,RIS11,0.67,0.00
ART0001266,CONSUNTIVO,ODP18-04819,Fresatura,A30,RIS5,1.00,1.00
ART0001265,CONSUNTIVO,ODP18-04819,Tornitura,A20,RIS2,4.00,0.00
ART0001731,CONSUNTIVO,ODP18-04233,Saldatura,A11,RIS13,3.00,8.00
ART0000628,CONSUNTIVO,ODP18-05127,Fresatura,A30,RIS9,2.50,0.00
ART0001731,CONSUNTIVO,ODP18-04233,Tornitura,A20,RIS14,2.00,0.00
ART0001731,CONSUNTIVO,ODP18-04233,Tornitura,A20,RIS14,3.00,0.00
ART0000628,CONSUNTIVO,ODP18-05127,Fresatura,A30,RIS11,4.50,0.00
ART0000628,CONSUNTIVO,ODP18-05127,Fresatura,A30,RIS11,3.50,0.00
ART0001731,CONSUNTIVO,ODP18-04233,Tornitura,A20,RIS2,2.50,0.00
ART0002360,CONSUNTIVO,ODP18-05143,Tornitura,A20,RIS2,3.50,4.00
ART0003984,CONSUNTIVO,ODP18-05227,Fresatura,A30,RIS5,2.17,6.00
ART0001731,CONSUNTIVO,ODP18-04233,Fresatura,A30,RIS11,0.25,0.00
ART0001731,CONSUNTIVO,ODP18-04233,Fresatura,A30,RIS5,4.00,0.00
ART0001731,CONSUNTIVO,ODP18-04233,Fresatura,A30,RIS5,2.17,8.00
ART0001265,CONSUNTIVO,ODP18-04819,Fresatura,A30,RIS9,1.50,1.00
ART0002284,CONSUNTIVO,ODP18-04819,Fresatura,A30,RIS5,0.50,1.00
ART0005136,CONSUNTIVO,ODP18-05292,Tornitura,A20,RIS1,0.75,1.00
ART0002360,CONSUNTIVO,ODP18-05143,Tornitura,A20,RIS2,3.25,0.00
ART0001515,CONSUNTIVO,ODP18-04819,Fresatura,A30,RIS5,1.00,1.00
ART0002133,CONSUNTIVO,ODP18-05124,Saldatura,A11,RIS13,0.00,2.00
ART0002133,CONSUNTIVO,ODP18-05124,Controllo qualità,CQ,RIS16,0.00,2.00
ART0002017,CONSUNTIVO,ODP18-04819,Fresatura,A30,RIS5,0.82,1.00
ART0005029,CONSUNTIVO,ODP18-04394,Controllo qualità,CQ,RIS16,0.00,1.00
ART0001265,CONSUNTIVO,ODP18-04819,Fresatura (sistemazione ore),A30,RIS5,-3.33,0.00
ART0001265,CONSUNTIVO,ODP18-04819,Fresatura (sistemazione ore),A30,RIS5,3.33,1.00
ART0002360,CONSUNTIVO,ODP18-05143,Fresatura,A30,RIS5,3.83,4.00
ART0001989,CONSUNTIVO,ODP18-05152,Tornitura,A20,RIS2,2.00,5.00
ART0000644,CONSUNTIVO,ODP18-04521,Controllo qualità,CQ,RIS16,0.00,30.00
ART0005136,CONSUNTIVO,ODP18-05158,Controllo qualità,CQ,RIS16,0.00,8.00
ART0005136,CONSUNTIVO,ODP18-05204,Controllo qualità,CQ,RIS16,0.00,10.00
ART0000630,CONSUNTIVO,ODP18-05127,Fresatura,A30,RIS9,2.00,0.00
ART0000630,CONSUNTIVO,ODP18-05127,Fresatura,A30,RIS9,1.00,0.00
ART0001731,CONSUNTIVO,ODP18-04233,Controllo qualità,CQ,RIS16,0.00,8.00
ART0000630,CONSUNTIVO,ODP18-05127,Fresatura,A30,RIS11,5.50,43.00
ART0002366,CONSUNTIVO,ODP18-05109,Fresatura,A30,RIS5,1.33,8.00
ART0002513,CONSUNTIVO,ODP18-05110,Fresatura,A30,RIS5,2.17,10.00
ART0001772,CONSUNTIVO,ODP18-05096,Fresatura,A30,RIS5,2.50,6.00
ART0001772,CONSUNTIVO,ODP18-05096,Fresatura,A30,RIS5,1.00,0.00
ART0002041,CONSUNTIVO,ODP18-05124,Fresatura,A30,RIS5,0.50,2.00
ART0002041,CONSUNTIVO,ODP18-05124,Fresatura,A30,RIS9,0.25,1.00
ART0000630,CONSUNTIVO,ODP18-05127,Fresatura,A30,RIS11,4.00,0.00
ART0000628,CONSUNTIVO,ODP18-05127,Fresatura,A30,RIS9,1.00,0.00
ART0001889,CONSUNTIVO,ODP18-05279,Tornitura,A20,RIS1,5.00,4.00
ART0001772,CONSUNTIVO,ODP18-05096,Tornitura,A20,RIS14,2.50,6.00
ART0002513,CONSUNTIVO,ODP18-05110,Tornitura,A20,RIS2,2.25,10.00
ART0002513,CONSUNTIVO,ODP18-05110,Tornitura,A20,RIS2,3.00,0.00
ART0002041,CONSUNTIVO,ODP18-05124,Tornitura,A20,RIS2,2.00,2.00
ART0001783,CONSUNTIVO,ODP18-05143,Tornitura,A20,RIS14,2.00,7.00
ART0001783,CONSUNTIVO,ODP18-05143,Tornitura,A20,RIS14,1.00,0.00
ART0001993,CONSUNTIVO,ODP18-05310,Tornitura,A20,RIS2,1.50,1.00
ART0001889,CONSUNTIVO,ODP18-05279,Tornitura,A20,RIS1,1.00,0.00
ART0001889,CONSUNTIVO,ODP18-05279,Fresatura,A30,RIS1,0.00,0.00
ART0002273,CONSUNTIVO,ODP18-05153,Tornitura,A20,RIS14,1.50,2.00
ART0002042,CONSUNTIVO,ODP18-05124,Tornitura,A20,RIS14,2.00,2.00
ART0001162,CONSUNTIVO,ODP18-05310,Tornitura,A20,RIS2,3.25,1.00
ART0002488,CONSUNTIVO,ODP18-05310,Tornitura,A20,RIS2,0.50,1.00
ART0000628,CONSUNTIVO,ODP18-05127,Fresatura,A30,RIS9,2.00,0.00
ART0001783,CONSUNTIVO,ODP18-05143,Fresatura,A30,RIS5,2.00,0.00
ART0000628,CONSUNTIVO,ODP18-05127,Fresatura,A30,RIS11,4.50,0.00
ART0000628,CONSUNTIVO,ODP18-05127,Fresatura,A30,RIS11,3.00,0.00
ART0001783,CONSUNTIVO,ODP18-05143,Fresatura,A30,RIS5,1.50,6.00
ART0001993,CONSUNTIVO,ODP18-05310,Fresatura,A30,RIS5,0.33,1.00
ART0001266,CONSUNTIVO,ODP18-04819,Controllo qualità,CQ,RIS16,0.00,1.00
ART0002366,CONSUNTIVO,ODP18-05109,Tornitura,A20,RIS14,3.00,8.00
ART0001162,CONSUNTIVO,ODP18-05310,Fresatura,A30,RIS5,0.83,1.00
ART0000628,CONSUNTIVO,ODP18-05127,Fresatura,A30,RIS9,1.25,0.00
ART0002488,CONSUNTIVO,ODP18-05310,Tornitura,A20,RIS2,2.75,0.00
ART0001265,CONSUNTIVO,ODP18-04819,Controllo qualità,CQ,RIS16,0.00,1.00
ART0000628,CONSUNTIVO,ODP18-05127,Fresatura,A30,RIS11,3.00,10.00
ART0001900,CONSUNTIVO,ODP18-05234,Tornitura,A20,RIS1,4.00,4.00
ART0001900,CONSUNTIVO,ODP18-05234,Fresatura,A30,RIS1,0.00,4.00
ART0002488,CONSUNTIVO,ODP18-05310,Fresatura,A30,RIS9,0.25,0.00
ART0002488,CONSUNTIVO,ODP18-05310,Fresatura,A30,RIS5,1.17,1.00
ART0002273,CONSUNTIVO,ODP18-05153,Fresatura,A30,RIS11,3.50,2.00
ART0001940,CONSUNTIVO,ODP18-05152,Tornitura,A20,RIS1,2.50,0.00
ART0001940,CONSUNTIVO,ODP18-05152,Tornitura,A20,RIS1,1.00,0.00
ART0004656,CONSUNTIVO,ODP18-05130,Controllo qualità,CQ,RIS16,0.00,5.00
ART0004689,CONSUNTIVO,ODP18-02563,Controllo qualità,CQ,RIS16,0.00,12.00
ART0001923,CONSUNTIVO,ODP18-05152,Tornitura,A20,RIS2,0.50,0.00
ART0003202,CONSUNTIVO,ODP18-05280,Fresatura,A30,RIS11,2.00,5.00
ART0002019,CONSUNTIVO,ODP18-04819,Controllo qualità,CQ,RIS16,0.00,1.00
ART0002860,CONSUNTIVO,ODP18-05124,Fresatura,A30,RIS9,0.50,0.00
ART0002859,CONSUNTIVO,ODP18-05124,Fresatura,A30,RIS9,0.50,0.00
ART0001923,CONSUNTIVO,ODP18-05152,Tornitura,A20,RIS1,2.00,0.00
ART0002718,CONSUNTIVO,ODP18-04819,Controllo qualità,CQ,RIS16,0.00,1.00
ART0000323,CONSUNTIVO,ODP18-05093,Tornitura,A20,RIS14,5.50,5.00
ART0001868,CONSUNTIVO,ODP18-05148,Tornitura,A20,RIS1,4.00,0.00
ART0001868,CONSUNTIVO,ODP18-05148,Tornitura,A20,RIS1,3.00,0.00
ART0002719,CONSUNTIVO,ODP18-04819,Controllo qualità,CQ,RIS16,0.00,1.00
ART0002860,CONSUNTIVO,ODP18-05124,Fresatura,A30,RIS9,1.50,0.00
ART0002859,CONSUNTIVO,ODP18-05124,Fresatura,A30,RIS9,1.50,0.00
ART0002860,CONSUNTIVO,ODP18-05124,Fresatura,A30,RIS9,0.75,2.00
ART0002859,CONSUNTIVO,ODP18-05124,Fresatura,A30,RIS9,0.75,2.00
ART0001923,CONSUNTIVO,ODP18-05152,Tornitura,A20,RIS2,1.25,0.00
ART0001515,CONSUNTIVO,ODP18-04819,Controllo qualità,CQ,RIS16,0.00,1.00
ART0001940,CONSUNTIVO,ODP18-05152,Tornitura,A20,RIS14,1.50,8.00
ART0001940,CONSUNTIVO,ODP18-05152,Tornitura,A20,RIS14,3.00,0.00
ART0002996,CONSUNTIVO,ODP18-05153,Fresatura,A30,RIS9,3.00,1.00
ART0002793,CONSUNTIVO,ODP18-05109,Controllo qualità,CQ,RIS16,0.00,20.00
ART0002018,CONSUNTIVO,ODP18-04819,Controllo qualità,CQ,RIS16,0.00,1.00
ART0000778,CONSUNTIVO,ODP18-05317,Montaggio,A40,RIS13,0.33,1.00
ART0000778,CONSUNTIVO,ODP18-05317,Controllo qualità,CQ,RIS16,0.00,1.00
ART0002284,CONSUNTIVO,ODP18-04819,Controllo qualità,CQ,RIS16,0.00,1.00
ART0002017,CONSUNTIVO,ODP18-04819,Controllo qualità,CQ,RIS16,0.00,1.00
ART0004697,CONSUNTIVO,ODP18-05128,Fresatura,A30,RIS9,1.50,4.00
ART0001940,CONSUNTIVO,ODP18-05152,Fresatura,A30,RIS5,6.50,8.00
ART0000847,CONSUNTIVO,ODP18-05318,Montaggio,A40,RIS13,2.00,4.00
ART0000847,CONSUNTIVO,ODP18-05318,Controllo qualità,CQ,RIS16,0.00,4.00
ART0002042,CONSUNTIVO,ODP18-05124,Fresatura,A30,RIS9,0.25,0.00
ART0002042,CONSUNTIVO,ODP18-05124,Fresatura,A30,RIS5,1.75,2.00
ART0005136,CONSUNTIVO,ODP18-05485,Tornitura,A20,RIS13,1.50,1.00
ART0001830,CONSUNTIVO,ODP18-05152,Fresatura,A30,RIS9,2.00,8.00
ART0001830,CONSUNTIVO,ODP18-05152,Fresatura,A30,RIS5,1.50,0.00
ART0002513,CONSUNTIVO,ODP18-05110,Controllo qualità,CQ,RIS16,0.00,8.00
ART0001923,CONSUNTIVO,ODP18-05152,Tornitura,A20,RIS2,2.75,5.00
ART0002366,CONSUNTIVO,ODP18-05109,Controllo qualità,CQ,RIS16,0.00,8.00
ART0001514,CONSUNTIVO,ODP18-05152,Fresatura,A30,RIS9,1.50,8.00
ART0001868,CONSUNTIVO,ODP18-05148,Tornitura,A20,RIS9,1.00,0.00
ART0002360,CONSUNTIVO,ODP18-05143,Brocciatura / stozzatrice,A33,RIS13,1.50,4.00
ART0002360,CONSUNTIVO,ODP18-05143,Controllo qualità,CQ,RIS16,0.00,4.00
ART0001514,CONSUNTIVO,ODP18-05152,Tornitura,A20,RIS14,3.00,8.00
ART0001830,CONSUNTIVO,ODP18-05152,Tornitura,A20,RIS14,1.00,8.00
ART0001830,CONSUNTIVO,ODP18-05152,Tornitura,A20,RIS14,3.00,0.00
ART0001813,CONSUNTIVO,ODP18-05152,Tornitura,A20,RIS14,2.50,5.00
ART0001776,CONSUNTIVO,ODP18-05279,Tornitura,A20,RIS14,2.00,4.00
ART0001923,CONSUNTIVO,ODP18-05152,Tornitura,A20,RIS2,1.25,0.00
ART0001500,CONSUNTIVO,ODP18-05153,Tornitura,A20,RIS14,0.75,1.00
ART0002617,CONSUNTIVO,ODP18-05280,Tornitura,A20,RIS14,1.50,2.00
ART0001891,CONSUNTIVO,ODP18-03196,Controllo qualità,CQ,RIS16,0.00,3.00
ART0001294,CONSUNTIVO,ODP18-05483,Tornitura,A20,RIS13,0.08,1.00
ART0001884,CONSUNTIVO,ODP18-05096,Controllo qualità,CQ,RIS16,0.00,6.00
ART0001500,CONSUNTIVO,ODP18-05153,Controllo qualità,CQ,RIS16,0.00,1.00
ART0001923,CONSUNTIVO,ODP18-05152,Fresatura,A30,RIS5,4.83,0.00
ART0005136,CONSUNTIVO,ODP18-05511,Tornitura,A20,RIS13,2.00,5.00
ART0001868,CONSUNTIVO,ODP18-05148,Tornitura,A20,RIS9,9.00,0.00
ART0001813,CONSUNTIVO,ODP18-05152,Fresatura,A30,RIS5,2.33,5.00
ART0001923,CONSUNTIVO,ODP18-05152,Fresatura,A30,RIS11,3.50,5.00
ART0001776,CONSUNTIVO,ODP18-05279,Fresatura,A30,RIS5,1.50,4.00
ART0001783,CONSUNTIVO,ODP18-05143,Controllo qualità,CQ,RIS16,0.00,6.00
ART0002273,CONSUNTIVO,ODP18-05153,Controllo qualità,CQ,RIS16,0.00,2.00
ART0001294,CONSUNTIVO,ODP18-05483,Controllo qualità,CQ,RIS16,0.00,1.00
ART0001994,CONSUNTIVO,ODP18-05310,Controllo qualità,CQ,RIS16,0.00,10.00
ART0003202,CONSUNTIVO,ODP18-05280,Controllo qualità,CQ,RIS16,0.00,5.00
ART0004202,CONSUNTIVO,ODP18-05227,Tornitura,A20,RIS2,1.75,2.00
ART0001993,CONSUNTIVO,ODP18-05310,Controllo qualità,CQ,RIS16,0.00,1.00
ART0001047,CONSUNTIVO,ODP18-05376,Fresatura,A30,RIS9,0.50,0.00
ART0001162,CONSUNTIVO,ODP18-05310,Controllo qualità,CQ,RIS16,0.00,1.00
ART0002370,CONSUNTIVO,ODP18-05316,Tornitura,A20,RIS14,2.00,3.00
ART0001868,CONSUNTIVO,ODP18-05148,Tornitura,A20,RIS9,9.00,0.00
ART0002488,CONSUNTIVO,ODP18-05310,Controllo qualità,CQ,RIS16,0.00,1.00
ART0000782,CONSUNTIVO,ODP18-05143,Montaggio,A40,RIS13,0.33,1.00
ART0000782,CONSUNTIVO,ODP18-05143,Controllo qualità,CQ,RIS16,0.00,1.00
ART0005136,CONSUNTIVO,ODP18-05517,Tornitura,A20,RIS2,0.25,1.00
ART0000628,CONSUNTIVO,ODP18-05127,Controllo qualità,CQ,RIS16,0.00,10.00
ART0000630,CONSUNTIVO,ODP18-05127,Controllo qualità,CQ,RIS16,0.00,43.00
ART0002041,CONSUNTIVO,ODP18-05124,Controllo qualità,CQ,RIS16,0.00,2.00
ART0002996,CONSUNTIVO,ODP18-05153,Controllo qualità,CQ,RIS16,0.00,1.00
ART0002860,CONSUNTIVO,ODP18-05124,Controllo qualità,CQ,RIS16,0.00,2.00
ART0002859,CONSUNTIVO,ODP18-05124,Controllo qualità,CQ,RIS16,0.00,2.00
ART0002617,CONSUNTIVO,ODP18-05280,Fresatura,A30,RIS5,1.50,2.00
ART0002370,CONSUNTIVO,ODP18-05316,Fresatura,A30,RIS5,2.00,3.00
ART0001830,CONSUNTIVO,ODP18-05152,Controllo qualità,CQ,RIS16,0.00,8.00
ART0001514,CONSUNTIVO,ODP18-05152,Controllo qualità,CQ,RIS16,0.00,8.00
ART0001772,CONSUNTIVO,ODP18-05096,Controllo qualità,CQ,RIS16,0.00,6.00
ART0001868,CONSUNTIVO,ODP18-05148,Tornitura,A20,RIS9,4.00,115.00
ART0004697,CONSUNTIVO,ODP18-05128,Controllo qualità,CQ,RIS16,0.00,4.00
ART0001429,CONSUNTIVO,ODP18-05312,Tornitura,A20,RIS2,2.00,20.00
ART0001047,CONSUNTIVO,ODP18-05376,Fresatura,A30,RIS9,0.50,0.00
ART0001047,CONSUNTIVO,ODP18-05376,Fresatura,A30,RIS11,4.50,0.00
ART0001047,CONSUNTIVO,ODP18-05376,Fresatura,A30,RIS11,2.00,11.00
ART0001391,CONSUNTIVO,ODP18-05315,Tornitura,A20,RIS2,1.75,10.00
ART0002996,CONSUNTIVO,ODP18-05533,Fresatura,A30,RIS9,2.75,1.00
ART0002740,CONSUNTIVO,ODP18-05312,Tornitura,A20,RIS2,4.00,0.00
ART0001799,CONSUNTIVO,ODP18-05318,Fresatura,A30,RIS11,2.50,0.00
ART0001759,CONSUNTIVO,ODP18-05323,Tornitura,A20,RIS14,3.00,13.00
ART0001759,CONSUNTIVO,ODP18-05323,Tornitura,A20,RIS14,1.00,0.00
ART0000758,CONSUNTIVO,ODP18-05096,Montaggio,A40,RIS13,0.67,3.00
ART0000758,CONSUNTIVO,ODP18-05096,Controllo qualità,CQ,RIS16,0.00,3.00
ART0001429,CONSUNTIVO,ODP18-05312,Controllo qualità,CQ,RIS16,0.00,20.00
ART0002042,CONSUNTIVO,ODP18-05124,Controllo qualità,CQ,RIS16,0.00,2.00
ART0001391,CONSUNTIVO,ODP18-05315,Controllo qualità,CQ,RIS16,0.00,10.00
ART0001799,CONSUNTIVO,ODP18-05318,Fresatura,A30,RIS9,1.00,0.00
ART0002740,CONSUNTIVO,ODP18-05312,Tornitura,A20,RIS2,2.50,42.00
ART0001799,CONSUNTIVO,ODP18-05318,Fresatura,A30,RIS9,0.50,0.00
ART0001799,CONSUNTIVO,ODP18-05318,Fresatura,A30,RIS11,2.50,0.00
ART0002740,CONSUNTIVO,ODP18-05312,Fresatura,A30,RIS11,4.00,0.00
ART0002740,CONSUNTIVO,ODP18-05312,Fresatura,A30,RIS5,1.83,42.00
ART0001799,CONSUNTIVO,ODP18-05318,Tornitura,A20,RIS14,6.00,24.00
ART0001799,CONSUNTIVO,ODP18-05318,Tornitura,A20,RIS14,1.50,0.00
ART0001759,CONSUNTIVO,ODP18-05323,Fresatura,A30,RIS5,3.50,12.00
ART0002740,CONSUNTIVO,ODP18-05312,Fresatura,A30,RIS11,2.33,0.00
ART0001759,CONSUNTIVO,ODP18-05323,Controllo qualità,CQ,RIS16,0.00,12.00
ART0000323,CONSUNTIVO,ODP18-05093,Fresatura,A30,RIS5,2.25,5.00
ART0001776,CONSUNTIVO,ODP18-05279,Controllo qualità,CQ,RIS16,0.00,4.00
ART0001813,CONSUNTIVO,ODP18-05152,Controllo qualità,CQ,RIS16,0.00,5.00
ART0000323,CONSUNTIVO,ODP18-05093,Controllo qualità,CQ,RIS16,0.00,5.00
ART0005136,CONSUNTIVO,ODP18-05501,Fresatura,A30,RIS5,0.25,0.00
ART0001799,CONSUNTIVO,ODP18-05318,Fresatura,A30,RIS9,2.00,0.00
ART0001799,CONSUNTIVO,ODP18-05318,Fresatura,A30,RIS11,3.50,0.00
ART0001799,CONSUNTIVO,ODP18-05318,Fresatura,A30,RIS9,0.50,0.00
ART0001799,CONSUNTIVO,ODP18-05318,Fresatura,A30,RIS11,0.75,24.00
ART0005136,CONSUNTIVO,ODP18-05501,Fresatura,A30,RIS5,2.00,1.00
ART0001811,CONSUNTIVO,ODP18-05479,Tornitura,A20,RIS14,2.25,10.00
ART0001811,CONSUNTIVO,ODP18-05479,Tornitura,A20,RIS14,4.00,0.00
ART0000226,CONSUNTIVO,ODP18-05311,Tornitura,A20,RIS2,4.25,10.00
ART0001799,CONSUNTIVO,ODP18-05318,Controllo qualità,CQ,RIS16,0.00,24.00
ART0000226,CONSUNTIVO,ODP18-05311,Tornitura,A20,RIS2,1.00,0.00
ART0001873,CONSUNTIVO,ODP18-05312,Tornitura,A20,RIS1,1.00,10.00
ART0002617,CONSUNTIVO,ODP18-05280,Controllo qualità,CQ,RIS16,0.00,2.00
ART0001868,CONSUNTIVO,ODP18-05148,Controllo qualità,CQ,RIS16,0.00,115.00
ART0001046,CONSUNTIVO,ODP18-05376,Fresatura,A30,RIS9,0.75,0.00
ART0001811,CONSUNTIVO,ODP18-05479,Fresatura,A30,RIS5,5.50,0.00
ART0001877,CONSUNTIVO,ODP18-05312,Tornitura,A20,RIS1,9.00,10.00
ART0001877,CONSUNTIVO,ODP18-05312,Fresatura,A30,RIS1,0.00,10.00
ART0005136,CONSUNTIVO,ODP18-05727,Tornitura,A20,RIS13,1.50,50.00
ART0005136,CONSUNTIVO,ODP18-05501,Controllo qualità,CQ,RIS16,0.00,1.00
ART0002866,CONSUNTIVO,ODP18-05322,Tornitura,A20,RIS14,2.00,10.00
ART0002866,CONSUNTIVO,ODP18-05322,Tornitura,A20,RIS14,2.00,0.00
ART0002370,CONSUNTIVO,ODP18-05316,Controllo qualità,CQ,RIS16,0.00,3.00
ART0000795,CONSUNTIVO,ODP18-05323,Montaggio,A40,RIS13,1.00,8.00
ART0000795,CONSUNTIVO,ODP18-05323,Controllo qualità,CQ,RIS16,0.00,8.00
ART0001811,CONSUNTIVO,ODP18-05479,Fresatura,A30,RIS5,4.50,10.00
ART0001794,CONSUNTIVO,ODP18-05325,Tornitura,A20,RIS14,3.00,8.00
ART0001794,CONSUNTIVO,ODP18-05325,Tornitura,A20,RIS14,4.50,0.00
ART0001811,CONSUNTIVO,ODP18-05479,Controllo qualità,CQ,RIS16,0.00,10.00
ART0002866,CONSUNTIVO,ODP18-05322,Fresatura,A30,RIS5,4.00,0.00
ART0001046,CONSUNTIVO,ODP18-05376,Fresatura,A30,RIS11,1.50,0.00
ART0001877,CONSUNTIVO,ODP18-05312,Tornitura,A20,RIS1,1.00,0.00
ART0002866,CONSUNTIVO,ODP18-05322,Fresatura,A30,RIS5,1.67,10.00
ART0000226,CONSUNTIVO,ODP18-05311,Tornitura,A20,RIS2,1.50,0.00
ART0001046,CONSUNTIVO,ODP18-05376,Fresatura,A30,RIS11,2.00,0.00
ART0001921,CONSUNTIVO,ODP18-05479,Tornitura,A20,RIS1,5.00,0.00
ART0001185,CONSUNTIVO,ODP18-05322,Tornitura,A20,RIS14,3.50,12.00
ART0001185,CONSUNTIVO,ODP18-05322,Tornitura,A20,RIS14,1.00,0.00
ART0001921,CONSUNTIVO,ODP18-05479,Tornitura,A20,RIS1,2.50,9.00
ART0001921,CONSUNTIVO,ODP18-05479,Fresatura,A30,RIS1,0.00,9.00
ART0000226,CONSUNTIVO,ODP18-05311,Tornitura,A20,RIS2,3.00,0.00
ART0001047,CONSUNTIVO,ODP18-05376,Controllo qualità,CQ,RIS16,0.00,11.00
ART0001789,CONSUNTIVO,ODP18-05234,Tornitura,A20,RIS14,3.50,2.00
ART0001046,CONSUNTIVO,ODP18-05376,Fresatura,A30,RIS9,5.00,0.00
ART0000893,CONSUNTIVO,ODP18-05725,Tornitura,A20,RIS2,6.00,5.00
ART0000893,CONSUNTIVO,ODP18-05725,Tornitura,A20,RIS2,3.50,0.00
ART0002866,CONSUNTIVO,ODP18-05322,Controllo qualità,CQ,RIS16,0.00,10.00
ART0002996,CONSUNTIVO,ODP18-05533,Controllo qualità,CQ,RIS16,0.00,1.00
ART0002740,CONSUNTIVO,ODP18-05312,Controllo qualità,CQ,RIS16,0.00,42.00
ART0001873,CONSUNTIVO,ODP18-05312,Tornitura,A20,RIS1,5.50,0.00
ART0001873,CONSUNTIVO,ODP18-05312,Tornitura,A20,RIS1,4.00,0.00
ART0001873,CONSUNTIVO,ODP18-05312,Fresatura,A30,RIS1,0.00,0.00
ART0001789,CONSUNTIVO,ODP18-05234,Fresatura,A30,RIS5,2.33,0.00
ART0001940,CONSUNTIVO,ODP18-05512,Tornitura,A20,RIS2,4.50,6.00
ART0001575,CONSUNTIVO,ODP18-05729,Tornitura,A20,RIS13,0.25,20.00
ART0001575,CONSUNTIVO,ODP18-05729,Controllo qualità,CQ,RIS16,0.00,20.00
ART0001789,CONSUNTIVO,ODP18-05234,Fresatura,A30,RIS9,1.00,0.00
ART0001947,CONSUNTIVO,ODP18-05512,Tornitura,A20,RIS1,2.00,0.00
ART0001765,CONSUNTIVO,ODP18-05312,Tornitura,A20,RIS14,4.00,10.00
ART0001923,CONSUNTIVO,ODP18-05152,Controllo qualità,CQ,RIS16,0.00,5.00
ART0001520,CONSUNTIVO,ODP18-05327,Tornitura,A20,RIS14,1.50,15.00
ART0001789,CONSUNTIVO,ODP18-05234,Fresatura,A30,RIS5,1.17,0.00
ART0000804,CONSUNTIVO,ODP18-05152,Montaggio,A40,RIS13,0.50,2.00
ART0000804,CONSUNTIVO,ODP18-05152,Controllo qualità,CQ,RIS16,0.00,2.00
ART0001520,CONSUNTIVO,ODP18-05327,Controllo qualità,CQ,RIS16,0.00,15.00
ART0001947,CONSUNTIVO,ODP18-05512,Tornitura,A20,RIS1,4.00,3.00
ART0001947,CONSUNTIVO,ODP18-05512,Fresatura,A30,RIS1,0.00,3.00
ART0000748,CONSUNTIVO,ODP18-05148,Montaggio,A40,RIS13,3.00,30.00
ART0000748,CONSUNTIVO,ODP18-05148,Controllo qualità,CQ,RIS16,0.00,30.00
ART0000882,CONSUNTIVO,ODP18-05725,Tornitura,A20,RIS2,4.50,15.00
ART0001046,CONSUNTIVO,ODP18-05376,Fresatura,A30,RIS9,2.00,9.00
ART0001940,CONSUNTIVO,ODP18-05152,Controllo qualità,CQ,RIS16,0.00,8.00
